,Recall,PositiveRating,PerfRatio,Impact,Asian,Black,White,5_o_Clock_Shadow,Bald,Bangs,Blond_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,Male,Mustache,No_Beard,Sideburns,Wearing_Hat,Wearing_Lipstick,Wearing_Necktie,Young,top,right,bottom,left,Old,Masculine,Baby-faced,Competent,Attractive,Energetic,Well-groomed,Intelligent,Honest,Generous,Trustworthy,Confident,Rich,Dominant,NewsID,Market % of US,% Af-Am,% Hispanic,% Asian
Joe Daues KSPR,0.62,0.57,3.49,35,-5.4740019949127,-4.91984626274843,1.15479446395517,-2.91902849962361,-4.7691395454506,-8.46595817112521,-4.52178725726727,-5.01905561684094,-3.84599173261579,-3.11035777621325,-8.97950608937047,-5.96080642715872,-4.02913010314101,-7.72381620069784,5.33436523203751,-7.01337884937562,3.30024759571087,-7.48027438513539,-6.60212597029539,-6.25503561841133,-1.79389224724782,0.149515249506109,36,262,222,77,-0.33972857709373,-0.14807424014581,0.144412054709201,0.000107827087468,0.113082994063269,0.212928019176146,0.038555153627098,-0.027117244453954,0.034189398248169,-0.013921260255724,0.058066429821126,0.047343234397241,-0.051585829308732,-0.116128247295403,2,0.36%,6.75%,6.57%,1.80%
Joe Diaz KOAT,0.8315397581,0.6237541767,3.9,52,-5.27579376363556,-6.17437824881342,2.00131407201756,-3.71537073768063,-5.20678805042357,-6.89786929225657,-5.92367034624322,-2.95350793544066,1.11399441081936,0.79561864942827,-3.46465776096883,-8.20909212251326,-2.11656801756831,-8.06194475396782,8.81152895741162,-9.49769452448651,4.81291152902005,-8.14387541621551,-6.84528631140963,-7.19825683254683,-0.313712898703765,-2.86069644333559,19,266,242,43,-0.240372476341604,-0.080694125729302,0.29821350697007,-0.119203673935792,0.003746760711925,-0.129690392702865,0.044251334780346,-0.135815303842482,-0.003838012699321,0.015672185272779,-0.040385695005932,-0.071125894028239,-0.008472075128407,-0.078114707627647,1,0.60%,2.50%,38.45%,1.56%
Joe Donlon KGW,0.76,0.66,6.4,50,-5.41510613365768,-10.7497642203872,4.04686965504105,-2.38761993140704,-4.15899901159742,-9.36545470280831,-3.98556136477308,-1.10073258671595,-1.58629468550651,-1.70870012455902,-3.00801869899276,-5.73647625535923,-1.8682194952461,-8.0461565066604,6.37190696242555,-8.6002445221247,2.86166393093283,-5.10211854806154,-3.28535690057958,-8.36941796044741,-0.646209100079381,-0.578662582717144,19,266,242,43,-0.108311887388231,0.227998443430308,-0.039827007639217,-0.021143980012696,0.201443484136203,0.030926119768277,0.041732875403098,-0.009939174866097,-0.111954239955772,-0.08897561320441,-0.15132569496577,0.137340722273323,-0.003397053296545,0.21825536783863,2,1.03%,2.55%,8.18%,4.22%
Joe Gumm KOKH,0.3,0.38,1.11,11,-6.1941634468229,-5.36956421805453,2.70195368263313,-4.48809381576905,-6.66648548948893,-8.51403591780866,-3.86721401434693,-7.75966603405528,-5.23322911882963,-4.5237833991258,-9.60313223981137,-9.87249222624934,-6.57870123044289,-10.943776208153,6.23064285846005,-11.087226262047,6.05219561807606,-10.2512020432727,-6.19163065893496,-9.73448659005385,-3.4239693955949,1.93825673175506,19,266,242,43,-0.253274262984812,0.169572743158926,0.098595084372219,-0.061757951944923,0.216170291374043,0.324524427499324,0.0841549583483,-0.139960415896592,-0.175907667213042,-0.202082838423255,-0.171376663651277,0.136802760042769,-0.116799286538543,0.140594938896181,2,0.63%,8.72%,7.75%,2.21%
Joe Hickman KY3,0.6027046595,0.593480708,3,36,-2.65098382111293,-5.95171655539167,0.057756886864095,-5.75039938042182,-3.11527992367101,-9.20998082364769,-6.39114961974863,-5.33601857302099,-2.78043463328922,-2.86485732621405,-7.44451946286778,-9.4577366376152,-2.48857903369786,-11.594890500484,6.63937949978323,-10.1650166188724,6.14545660733752,-9.23669777819626,-6.20011198523248,-10.6805679676705,-0.325512769455823,-1.81723550065732,19,266,242,43,-0.004086190549913,-0.06287772058961,-0.050001282554175,-0.081591016822471,0.006281761252182,0.05013752641164,-0.02495924961488,-0.054682700621499,-0.043052524165386,-0.05010375023024,-0.056454978587133,0.07679615811635,0.044152690827371,0.011037170390977,2,0.36%,6.75%,6.57%,1.80%
Joe Moore KHON,0.9032258065,0.6813186813,4.28,62,-3.57571616043729,-8.54310427423565,2.54499755291228,-6.01393698536932,-1.43397810802286,-8.63161830075979,-8.43210907969065,-3.8358788678288,2.02987068090123,1.12271160772628,5.22650697036135,-5.78489533188602,-1.64648038063929,-11.954673159375,8.67922294487602,-7.44913273215769,5.24043896229882,-7.14671474661103,-4.11096054006934,-12.4468982556664,0.552201665847629,-4.29129594874931,19,291,242,68,0.273356155670286,-0.157473477315753,0.215510241226654,-0.036523771271222,-0.264225656350575,-0.298356373944463,-0.101149561366327,0.06828734546773,0.136299698463608,0.133025070437201,0.116282634710477,-0.148149989302067,-0.01884777710376,-0.105195146578464,2,0.38%,4.06%,29.62%,2.74%
Joe Reinagel KENS,0.62,0.54,2.83,33,-8.37755373057276,-8.54720246476703,6.10882935919856,-3.27414888565733,-5.60284336430891,-9.86396112642237,-3.35150861240253,-6.8677925723016,-0.847539020811391,1.0073170374518,-7.04193279568687,-9.1111396190571,-2.90154269812766,-8.41767023894609,8.02589285901441,-7.12674942418146,4.45671024858473,-9.19024990478622,-8.12243029309654,-7.7319495657887,-0.647777676122012,-0.797975715818054,36,262,222,77,-0.189752596111037,0.081003911738623,0.179185914714538,-0.09371599355932,0.089080072255811,-0.031952148993732,0.023957316576096,-0.086496456316297,-0.037994362978342,0.003412903278417,-0.007911596139853,0.028681615026133,0.027280190145366,0.062090369968077,2,0.77%,7.64%,50.72%,2.38%
Joel Brown WTVD,0.4635838416,0.5243858209,5.34,24,-3.53581489433538,1.05457241829949,-4.93513552864559,-2.06422343928824,1.33269042023741,-8.48390664410207,-10.1372950400121,-6.01850020656853,-1.36078197487629,-1.59266191272625,-6.72809381708366,-5.04895991371202,-3.91290167888377,-8.50262122494833,6.10805269331946,-7.0485822598871,1.83789916501375,-6.7757221181968,-3.68995877909315,-8.19679872274854,-0.636161045257267,0.663134869092147,19,266,242,43,0.171215313160028,0.149509352804149,-0.230065775293732,0.019125818049376,0.034134654877929,0.156591267669463,0.063887860090592,-0.073571487976613,-0.011134713332265,-0.09928987086118,-0.042621568825991,0.200697158357106,0.031212549409346,0.175258176308186,2,1.01%,27.90%,7.01%,2.96%
Joel Nichols KMBC,0.75,0.61,4.37,46,-7.05833493993379,-3.89193438731514,6.22462784902395,-0.970039895002512,-2.1817389706951,-6.46646014090848,-0.597143415466802,-6.90366998738552,-2.18065146061766,-0.984852399015788,-3.00589344832707,-5.29117921996017,0.905995967108903,-11.0181720592329,8.89238041255912,-6.00892856753953,3.02835617019909,-5.1584574658975,-6.88478609973507,-9.67168427880477,-0.639861700260072,-2.39026611963622,36,262,222,77,0.128450839765765,-0.207601393368941,0.092515576202733,0.02626398837338,0.028096156092908,0.098868107239605,0.025654740089323,0.07723036593707,0.194197122574264,0.102178563836602,0.161555674478751,-0.123924628460209,-0.028475105059666,-0.212429674967947,1,0.81%,11.68%,5.70%,2.18%
Joel Smith WHP,0.2,0.38,2.39,8,-9.12605449347182,-10.3907208888552,6.19930042270763,-4.48857310975973,-6.10488942647153,-8.58568517241615,-5.19064956742246,-5.8300950193823,-1.36881967339412,-1.11295569131725,-8.99352891945281,-9.58191247906557,-2.28520733650644,-12.7785462519178,10.5842763318281,-10.597132368518,5.63599481242763,-9.54302581796999,-4.59193010883975,-12.6042934020638,-0.222848464171736,-1.01314350981386,19,266,242,43,-0.15791910236879,0.15556419356748,-0.007189973302872,-0.005456304311239,0.123561386266125,-0.066971129442655,-0.031857658202104,-0.098166182220461,-0.007596892128056,-0.034606473077757,0.009071392126185,0.13220282878235,-0.005369178497367,0.134918028028177,2,0.62%,5.70%,5.32%,1.51%
Joey Sovine WINK,0.3276699029,0.5481481481,4.11,18,-8.30404407897857,-6.2181874060913,4.42277487188505,-3.38608320102944,-4.52361138399095,-9.62172386709077,-5.58031145277028,-2.27233294661393,-5.36081822112739,-5.23721842668492,-6.50563495938519,-7.32419728272879,-4.83055397164157,-11.1454919838746,8.34617460563026,-5.63929689420951,3.19716530792916,-8.61626076023351,-6.68481505100044,-10.5121634882182,-0.850178596000685,-0.214645635075926,19,266,242,43,0.206097515012461,0.032005941647356,-0.105826985433585,-0.052281969122365,0.065596589472159,0.166851167053517,-0.055097635884782,-0.052119541800186,-0.036599054884937,0.040523382456733,-0.03455408626142,0.123046117688327,-0.019407112469329,0.098533125981758,2,0.45%,6.62%,14.21%,1.33%
Joey Sulipeck WHBQ,0.73,0.65,5.29,47,-5.23476045908965,-6.90688378450236,3.05568586296529,-2.93963771358364,-5.13582942600709,-8.17543719622412,-5.31946440841237,-3.5969911292849,-1.89448937913396,-1.1542442919831,-5.82886781536191,-6.11186794116287,-2.98726429150048,-10.6981414499593,10.7725593884872,-8.47040626129855,4.46027861875412,-6.95916279865251,-6.67848309426526,-9.78064836037148,-0.633904131146248,0.298149860833324,36,262,222,77,-0.203601751973002,-0.300924374361724,0.270140064340605,-0.174322673512371,-0.010868825653793,-0.006840430880435,-0.11013405077118,-0.054155945171436,0.091004287318142,0.085642534956064,0.063602288583432,-0.188703062254956,-0.145791527197191,-0.209125755982946,1,0.58%,12.28%,2.95%,1.37%
John Bernier WRIC,0.7588413462,0.6338420796,4.28,48,-6.64130022077938,-8.15876654518133,5.80183815054747,-4.41609273526892,-0.394101512473998,-7.89979617477368,-4.77773822006304,-4.03713528824876,-0.051408479984155,-0.276029020121962,-3.27867338892641,-7.56238619271182,-0.125224424671277,-11.5345452857516,7.71872678331813,-6.15400742611239,4.22797935224021,-9.28204193849353,-4.57341382092413,-10.8705623969932,0.624937906755425,-4.98358487850633,36,262,222,77,0.091596514762424,-0.014246217488949,0.094085602597863,0.046799955497284,0.039815488648208,-0.158193766931431,0.00856130625674,-0.019253995727324,0.009385525389782,0.126446557271684,0.061453343148161,-0.033610380291787,0.066072528190097,0.001753733147392,1,0.48%,29.69%,3.82%,2.70%
John Boruk CSN_Philadelphia,0.53307393,0.4890510949,3.44,26,-5.39008282452239,-7.30771685418686,3.58878371941756,-2.35614172428024,-5.97087274657689,-8.44820855581092,-6.76527897410841,-3.931710463744,-4.37594798044178,-4.03730885310312,-7.52964262118461,-6.38701836857443,-4.92026620171761,-11.262041902218,7.81471262996975,-6.5817186049409,3.46721819963835,-7.10049249971238,-0.355516570003716,-10.1475161063307,-2.18892401266779,1.29247002069227,19,266,242,43,-0.265138111056521,0.344964910786666,-0.288126258991566,0.03032398330427,0.245118450841988,0.195209979919452,0.138708002188315,-0.027308328107544,-0.201623028949061,-0.189447266661218,-0.185135618640521,0.313044543493481,0.065095776778868,0.263979034480752,1,2.60%,19.00%,8.27%,4.51%
John Brown WOFL,0.32,0.64,6.41,20,-6.71364543498622,-8.82794215291083,2.95565166120743,-2.45591209519663,-4.3163502096653,-7.86493688559423,-6.58535498267946,-1.68453512537124,-2.49251703581878,-2.60773876271482,-2.30998296260281,-7.90379331707057,-3.79973075430122,-7.45604770392964,4.45741864908557,-9.63103441559669,3.94829818683403,-8.60882482864193,-2.93771566710881,-7.67923746291964,-1.06624508300729,0.513272551824606,19,266,242,43,-0.110681633946049,0.146777204027294,-0.133771970407902,0.089872880030629,0.044124572928944,-0.022545696992896,-0.001607921288683,0.045109346744348,-0.08222955416721,-0.125078894846097,-0.087901138515053,0.13292710154572,0.010251185539663,0.087811927499765,2,1.29%,15.05%,2.98%,1.62%
John Bryant WMC,0.56,0.59,4.71,33,-7.44993633697512,-8.26270902922013,4.57343380803387,-4.25110310740609,-7.53817737406049,-7.76133434020951,-5.35373169945412,-7.83282664231291,-2.85101477906961,-2.45012416773055,-6.68175480389781,-9.90322763586403,-5.82641088189619,-8.68467452352054,6.46875954004382,-11.3557988057747,6.41984815944052,-10.1210006997307,-6.39683960223507,-7.7479485817339,-0.769642765591661,-0.492503444136549,19,266,242,43,-0.301580083237572,0.013584398826531,0.019534729718531,-0.121019034691644,-0.004490745499725,0.10800616357597,-0.126427224724522,-0.099417523975844,-0.12865335026609,-0.09618124079121,-0.104401765450667,-0.008523185236049,-0.155716812406403,-0.009365153041613,1,0.58%,12.28%,2.95%,1.37%
John Carter WBTV,0.6545225849,0.7449906195,6.1,49,-6.59944798417119,-5.410775313887,3.37974884407242,-3.75251046151758,-1.30221378753416,-6.55387893330993,-1.2413051689832,-7.51422499685385,-0.26033817626591,-0.37133728702391,-3.31973856966811,-5.79740537385113,-0.457047826134275,-8.62362760711146,5.3373425203652,-7.64451548395421,4.62964460863927,-7.84906587797098,-6.11859341823005,-7.25866717125488,-1.31224393417572,-1.28717937254233,19,266,242,43,-0.014611120265655,0.020547788572067,0.132542895018534,-0.047504591511451,0.021664653403852,0.009280277987409,0.037389775190015,-0.091453577279534,0.014991683862057,0.050481885038912,-0.003904257990374,0.027085292656945,0.004538902137227,0.057205033324849,2,1.00%,20.56%,6.13%,2.44%
John Cessarich WYFF,0.7341576507,0.8084210526,13.71,59,-8.56640078054805,-10.4153812543038,7.63319193395331,-6.33975606868134,-4.11276703884703,-9.70078589342041,-4.5576927873915,-11.8468427602023,-0.588140558849477,-0.341190187369695,-2.79383604790616,-9.47825981907102,0.956997972527274,-14.3170619149308,10.1362747258851,-10.7077701309257,6.6967481107146,-11.4999635552732,-7.94884581715366,-13.5501505014049,0.49323787022804,-5.52276448496512,19,266,242,43,0.085223209426102,0.155679869039588,0.060947472374616,-0.053756379279193,-0.00932624844597,-0.128014399221267,0.026503220893085,-0.113878532535283,-0.042129732781296,-0.008019075320699,-0.038716124183469,0.036025913960282,0.030188605989025,0.140214667547572,1,0.74%,13.66%,4.07%,1.12%
John Champion WPSD,0.5477170915,0.6004277644,3.94,33,-5.44932480935134,-6.47186553955816,2.3039368321601,-4.45866428357466,-3.89122573149398,-7.69963283181324,-4.19153486730659,-9.34758137259665,1.37487868144737,0.350267239785556,-4.24362374559291,-6.6419686571348,-2.65705082057078,-9.56968587498743,6.33095555391846,-7.68007290902867,4.37785922819734,-8.00909877106137,-3.77633851913082,-8.83868017421047,-1.46675035792939,-3.22015548195625,19,266,242,43,-0.329277511075414,-0.21564295301254,0.380870185965204,-0.307237118850622,-0.209683352207628,-0.022619831350057,-0.128028452868754,-0.279029894269306,-0.107867004292341,-0.049944110342142,-0.163258825984509,-0.122431215491666,-0.190172891212974,-0.137972487410828,1,0.33%,6.80%,1.65%,0.78%
John Clark CSN_Philadelphia,0.7434841578,0.6961565136,7.21,52,-5.7654495984399,-4.77475402515554,3.02619400013971,0.554936295398409,-1.67597669071958,-10.1792975560582,-3.99132615695367,-4.40654111041884,-3.77948068926641,-3.49448315388558,-9.37498196612025,-0.548082056752641,-4.05167416171856,-12.7746841158085,9.08609740025907,-2.41328054659283,-1.39401424123781,0.05192520827314,-5.29273052969436,-11.0565263326346,-2.27155569901496,0.56307971266321,36,262,222,77,-0.241452033430455,0.267208766846326,-0.103798309732738,0.0954010979242,0.411296011997922,0.293766819227689,0.057545199272176,0.029745892075647,-0.022082202588173,-0.010873110311153,-0.044387702515125,0.214036070685328,-0.035308754337876,0.162499111744916,2,2.60%,19.00%,8.27%,4.51%
John Coleman KUSI,0.8193607519,0.6488122708,3.57,53,-6.81973180526874,-6.54379073124111,3.0651970772477,-4.70632388987545,-2.15431280140651,-9.08815206434208,-6.90242216692254,-7.36347387215007,-0.738414711906761,-0.800396134408365,-6.52578876419088,-6.35069660980062,0.195626167036467,-15.8185134052734,10.3553623606522,-6.49336236067538,4.05639623154601,-6.93797606061542,-5.2279846039835,-15.5198102133664,-0.043016952321938,-4.48948391707057,36,262,222,77,0.353903203546961,0.199704170973354,-0.377443521448242,0.060428626181735,-0.077219587929948,-0.168986031383376,-0.028157705405224,-0.028863117190217,-0.044627538840457,-0.059666108710452,-0.030264471121317,0.141338085351551,0.200921516015016,0.166396639947046,1,0.93%,6.00%,24.74%,10.61%
John Dabkovich KVVU,0.4783054495,0.6122326628,4.94,29,-7.73670646970647,-6.79159758282038,2.40960641015969,-3.73613013036479,-3.52828350880603,-8.40135909472953,-4.43489754494781,-5.54430027318434,-2.8357437992812,-2.07440890678299,-2.54713824304897,-7.78334009759396,-3.21100704518566,-9.72110663714559,8.3873040571785,-8.387054797257,4.8607877528962,-9.12754641774655,-4.05365781069976,-8.59982697111339,-1.53924649373753,-0.439240940367576,36,262,222,77,-0.348023879493507,0.298220273008229,-0.069746207663196,-0.03447203345526,0.23534454917634,0.256499910948117,0.112248286683912,-0.130397438053413,-0.035769990732101,-0.063731443138341,-0.003648010187106,0.301552515484073,-0.060850319355458,0.233997352531085,2,0.64%,7.66%,24.26%,4.49%
John Discepolo WPEC,0.2885572139,0.5948275862,3.83,17,-6.72807875703644,-4.60691571711943,2.84479323253119,-1.02434979088526,-5.00598206232873,-4.03642707533762,-2.72159000956619,-1.54454425286591,-3.51507766855527,-2.65136319628506,-8.20256266395711,-5.15316656169704,-3.58738103634945,-5.45900103636357,4.26897466125641,-6.74479272471358,2.80225301211395,-5.91034842286454,-2.00356248100026,-4.66928277976859,-1.29106487746114,2.18156456691185,36,262,222,77,-0.320683801176945,0.059333276825767,0.153610252420892,0.004493703971778,0.330332581915431,0.456058986012265,0.087633104712987,-0.06160321620923,0.014343141369657,0.00447389081756,0.053017033220898,0.168764825714875,-0.111881618562596,0.07466119573288,2,0.69%,13.53%,14.28%,2.06%
John Favole WPTV,0.7798507463,0.7272727273,6.33,57,-4.36961890251906,-6.09967582433641,1.22059730953288,-3.86031603935016,-1.1629089809965,-10.9773031426972,-5.76355137392255,-0.684886377421247,-1.79531594312496,-0.866256659225664,-5.49630227182658,-9.38945020867708,-2.1290845273422,-8.7198606279742,7.42481427617681,-10.1208008282608,5.76088456445786,-9.86459026675031,-6.30162454187989,-7.5695988559504,-0.504305684507396,-1.3018170006438,36,262,222,77,-0.331462186217636,0.152690772425409,0.073242567314575,-0.011921227195537,0.154211348385075,0.183486201304448,0.108121759919992,-0.091938073751198,-0.178670405196287,-0.154830782041599,-0.13194917267962,0.184190613745461,-0.082529447898327,0.1746103906409,2,0.69%,13.53%,14.28%,2.06%
John Gerard WOAI,0.5586143637,0.6391408469,5.04,36,-6.6205502248785,-4.66976461640836,4.05497336798628,-4.84420350026533,-3.82368417471539,-3.48701690299234,-2.53897530919387,-7.49264937997626,-2.71101191405812,-2.86229002211435,-9.0686177788328,-7.93967412659985,-0.551774658801747,-8.24378543139131,5.235122123285,-8.21775807882762,3.95812451011728,-9.91674532694228,-4.54065873861026,-8.10819922901075,-1.92047574384456,-2.11783437810876,36,262,222,77,0.194521392583533,-0.156575070002034,-0.042546035410107,-0.006645088894488,-0.08147627254292,0.03042287094653,-0.06730475881788,-0.056882942026992,0.11918282725557,0.015718808284517,0.101118888888753,-0.054732508850627,-0.077932564421204,-0.118291212345928,1,0.77%,7.64%,50.72%,2.38%
John Gonzalez CSN_Philadelphia,0.4708171206,0.4049586777,1.61,19,-5.14881372395792,-5.61756793521225,1.80509533393247,-1.85624201570069,-5.84682535180701,-8.43368780665514,-6.7682417379291,-1.87685399082312,-6.31348505758085,-6.53453943787656,-10.4405684907732,-5.03232287133525,-5.11003635487123,-7.14949681665592,2.851225320588,-6.11844233693503,1.74251831382652,-6.10084599931157,-4.50058071382669,-6.04026308387831,-2.90060123336108,2.08522326553065,19,291,242,68,-0.190135177937396,0.051460992312575,-0.025255737699811,-0.05135678558378,0.072653123647629,0.19923041400582,0.020088964373622,0.001928799186427,-0.121391295818586,-0.09014799048639,-0.167232913108259,0.123211828492259,-0.003684607664647,0.091954294016244,1,2.60%,19.00%,8.27%,4.51%
John Gregory KABC,0.47,0.51,3.36,24,-6.17101074193698,-5.35255066535425,5.03320898156642,-3.97967196971469,-4.51782805565278,-7.63599230433209,-4.90904631062654,-1.01274800313069,-4.32539380887513,-3.44798237558195,-6.56681464965256,-9.51114863382332,-1.81036164337332,-8.88217425942884,8.42137363108004,-9.92542528917665,5.66839762404819,-10.5717128915967,-1.25136633875895,-8.38081300820798,-1.24332594938972,-0.374680271724449,36,262,222,77,-0.177787750485973,0.094065996875147,0.059297658340124,0.106316692951746,0.225636841574268,0.127623878021129,0.117380495833126,-0.006131748581728,0.09975103035931,0.055823134434241,0.116078575586267,0.067041360944617,0.008835690603041,0.017894167878757,2,4.85%,8.73%,34.89%,13.40%
John Gumm WKRC,0.5166666667,0.6267281106,4.12,32,-1.09633994339357,-4.69780718434009,-0.368752719240813,-3.14094902952328,-4.40998008481352,-8.38024915494433,-8.64606614116634,-5.6921381210791,-1.55769017353597,-1.26514371852908,10.3049946147982,-7.51227331527464,-6.55593324042667,-11.0427769974536,7.70848066549067,-6.66659094109803,4.22166039163346,-8.85277816179957,-8.45608038027475,-8.85864460485892,-0.778703580544839,-0.723498417276544,43,266,266,43,-0.402260373347821,-0.336906765953767,0.417711743842037,-0.225531785693986,-0.12896627179788,0.151438439992853,-0.07792959183931,-0.037717737851667,-0.02387211052563,0.061834990774798,-0.015459446338728,-0.166909446242434,-0.212613183333919,-0.242039226036504,1,0.78%,11.90%,2.00%,1.84%
John Holt WDAF,0.81,0.59,3.47,48,-9.683829481982,-5.76585779612378,3.64784810313739,-3.82982507127293,-1.96299557187146,-8.94963305910384,-4.14235640591996,-8.75106235952237,-2.53343697131645,-2.02233235225402,-9.17452544259348,-7.46785769608673,-2.24348864877107,-9.84326723730948,6.66940188764555,-8.96922798422551,4.85291117320895,-8.4857453801408,-8.64683510147643,-8.16522388632067,-0.349757778499508,-1.90159773588471,36,262,222,77,0.063793022167528,0.024910524865817,-0.082574014385063,-0.003505948484746,-0.027399048753935,0.106826961492382,-0.0672166131617,-0.079415275234381,-0.104756759328709,-0.113780394409445,-0.106609824519382,0.027259957710342,0.012374345041099,0.074387885010865,2,0.81%,11.68%,5.70%,2.18%
John Hook KSAZ,0.7981220657,0.6147058824,3.67,49,-6.70771215092548,-7.57104779207404,5.42837811048602,-5.04118774933067,-3.82325530660916,-5.68602717533685,-2.37150678318187,-10.6035981729021,-2.02935197054429,-2.27921367463117,-2.02004467448775,-7.8023543818334,-0.4817249955219,-9.70198635152904,4.07624362524148,-10.6063755309837,6.10014278614005,-9.68186500911132,-4.77448278006722,-8.40698165066365,-0.990860477866785,-3.50937734130958,19,266,242,43,-0.053533397651171,-0.153535490646487,0.189626320464945,0.032727683588229,0.020152969719432,0.036807280447168,0.066626536875764,0.020718210257329,0.127632797252456,0.055176175286965,0.116435664468288,-0.016698017991361,0.043066989761242,-0.122364706509296,2,1.60%,5.36%,6.78%,8.56%
John Knicely WOWT,0.9166666667,0.7247474747,6.83,66,-3.78816736199014,-7.09815420505033,3.64988874734857,-2.51604868894459,-5.03659984023916,-6.70547536889792,-6.00160596990543,0.668569532642643,-5.22927671965974,-4.2214838838478,-8.91960109771051,-8.1381927282837,-3.57550787184021,-9.75591278260662,8.79856794106443,-7.71794492438056,4.37730099120316,-8.56109818324312,-4.65855214448351,-8.81863684947165,-1.69661402578456,-1.43804690210164,19,266,242,43,-0.083688334248121,0.282582613214152,-0.332452944696266,0.157065781541251,0.321720871081086,0.287815998314618,0.17520418818271,0.115590237062902,-0.071004384980999,-0.123357854828362,-0.04677478812252,0.272610692921649,0.140137684150948,0.25061455151189,2,0.36%,1.69%,2.54%,0.89%
John Malan WTMJ,0.8792270531,0.6620879121,6.89,58,-1.88937144792296,-3.9549400588801,-0.233258082654849,-4.82437899101239,-2.01720058441649,-9.76876999551142,-6.34382348428972,-2.24716635950432,0.416419593357316,0.297133204386169,-2.12613890146994,-7.51951730742988,-0.301060226677305,-10.029532199518,7.24684191728413,-7.17786563282714,5.26948461018309,-7.61705983337542,-5.17363463417835,-9.35609734691428,-0.054078117994958,-4.69099702952268,19,291,242,68,0.098541673563531,-0.154418324203726,0.132236028001686,-0.17203011989965,-0.239073943946661,-0.183052709102418,-0.136000000201432,-0.100323805049525,-0.000271418329246,0.098622527796557,-0.059032626212863,-0.120263515289676,-0.067647216202713,-0.091734464906651,1,0.79%,12.22%,6.97%,2.15%
John Matthews WPEC,0.7512437811,0.7549668874,7.86,57,-7.2114641103769,-5.0663780979487,4.61615154600734,-4.51048843851309,0.151924544282068,-7.56521500970949,-5.50787529609513,-6.93944860459735,-0.581442917131034,-1.03339241521661,-5.84354571605122,-5.99633642773638,0.180266289130435,-9.66449087178126,6.29483388210972,-5.45487134081697,3.54326294157509,-6.1913850650368,-8.01545565202008,-8.40368789180207,0.783352653541923,-5.26604672926955,36,262,222,77,0.099017167480361,-0.25887582251296,0.250045194224744,-0.11003795000229,-0.150036223891764,-0.062847747636369,-0.052993773961563,-0.146980501928798,0.070183023739865,0.109882845923596,0.092094880805686,-0.095173739240494,-0.075036714953533,-0.205635672853439,1,0.69%,13.53%,14.28%,2.06%
John Morales WTVJ,0.5781217093,0.7275678735,9.04,42,-2.23116126579598,-5.10452059920169,-0.158723091009132,-6.03572379073971,-2.81004881784511,-7.08025882288718,-6.49192779467305,-4.89089568938977,-1.13171984059136,-1.62209643299546,-4.43951187123868,-6.01616971252674,-2.69611786705181,-10.7336002421373,6.72111870903829,-6.88917922016934,4.60370630114941,-8.64614699194818,-5.65911255354559,-9.75199166717352,-0.159336461303595,-4.61472727217014,19,266,242,43,-0.171234014262937,-0.294566152733478,0.400017092931129,-0.181702316075987,-0.029750827567512,-0.003608544219399,-0.059715092805552,-0.094461031521211,-0.001342724956008,0.043404916937099,-0.039270641935684,-0.115817643964982,-0.041325110993109,-0.190639755751943,1,1.43%,20.42%,44.83%,2.65%
John Oakey KETV,0.764957265,0.7206703911,7.17,55,-5.08376431305399,-6.90422937305248,1.87311059157196,-4.29631803400617,-5.68115807325872,-8.28129647384992,-5.67083178045958,-1.9132144988859,-3.91899223924976,-3.54414106342085,-5.10612945247706,-9.80776965747101,-2.66150670627344,-10.9217096047498,9.41527835779115,-9.98292430055158,5.93849661793559,-10.4530403205052,-4.13116350220901,-10.3078547935897,-0.44310900528176,0.248495565792582,19,266,242,43,-0.154386588456338,0.04574256016238,0.095739018358334,-0.129706421850965,0.030505535984311,0.091647079801558,0.083142385266173,-0.159544006376254,-0.121802614494196,-0.044989394559307,-0.075100666911667,0.123564095389621,-0.095923626768204,0.105576489318204,2,0.36%,1.69%,2.54%,0.89%
John Overall KVOA,0.6073387151,0.5184225057,2.74,31,-6.18318279216209,-6.23507971351538,4.81886588597161,-1.14503611856124,-2.99874471716326,-10.4525366684769,-3.70550688329901,-2.07366866884144,-2.56143056902156,-1.20007814725056,-10.0107336937233,-6.7316347956922,-0.413208160462114,-12.6009962112619,9.63471147460395,-6.58547896214284,3.01375295998105,-6.87179033665463,-5.73261761842277,-11.0891082526989,-0.320411044652312,-2.33210167371171,19,266,242,43,-0.039848326795152,0.298375823751707,-0.221873228500861,0.137174414069863,0.206654858352245,0.214351596303723,0.113438698032066,-0.009512968073897,-0.152577054285006,-0.171800429826103,-0.138913504021839,0.236581093652026,0.025705368371451,0.287422352988306,2,0.38%,1.07%,2.99%,1.38%
